Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationality,Points
2024,24,23,sargeant,Logan,Sargeant,American,0
2024,24,24,doohan,Jack,Doohan,Australian,0
2024,23,1,max_verstappen,Max,Verstappen,Dutch,429
2024,23,2,norris,Lando,Norris,British,349
2024,23,3,leclerc,Charles,Leclerc,Monegasque,341
2024,23,4,piastri,Oscar,Piastri,Australian,291
2024,23,5,sainz,Carlos,Sainz,Spanish,272
2024,23,6,russell,George,Russell,British,235
2024,23,7,hamilton,Lewis,Hamilton,British,211
2024,23,8,perez,Sergio,Pérez,Mexican,152
2024,23,9,alonso,Fernando,Alonso,Spanish,68
2024,23,10,hulkenberg,Nico,Hülkenberg,German,37
2024,23,11,gasly,Pierre,Gasly,French,36
2024,23,12,tsunoda,Yuki,Tsunoda,Japanese,30
2024,23,13,stroll,Lance,Stroll,Canadian,24
2024,23,14,ocon,Esteban,Ocon,French,23
2024,23,15,kevin_magnussen,Kevin,Magnussen,Danish,16
2024,23,16,albon,Alexander,Albon,Thai,12
2024,23,17,ricciardo,Daniel,Ricciardo,Australian,12
2024,23,18,bearman,Oliver,Bearman,British,7
2024,23,19,colapinto,Franco,Colapinto,Argentinian,5
2024,23,20,zhou,Guanyu,Zhou,Chinese,4
2024,23,21,lawson,Liam,Lawson,New Zealander,4
2024,23,22,bottas,Valtteri,Bottas,Finnish,0
2024,23,23,sargeant,Logan,Sargeant,American,0
2024,15,1,max_verstappen,Max,Verstappen,Dutch,295
2024,15,2,norris,Lando,Norris,British,225
2024,15,3,leclerc,Charles,Leclerc,Monegasque,192
2024,15,4,piastri,Oscar,Piastri,Australian,179
2024,15,5,sainz,Carlos,Sainz,Spanish,172
2024,15,6,hamilton,Lewis,Hamilton,British,154
2024,15,7,perez,Sergio,Pérez,Mexican,139
2024,15,8,russell,George,Russell,British,122
2024,15,9,alonso,Fernando,Alonso,Spanish,50
2024,15,10,stroll,Lance,Stroll,Canadian,24
2024,15,11,hulkenberg,Nico,Hülkenberg,German,22
2024,15,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,15,13,ricciardo,Daniel,Ricciardo,Australian,12
2024,15,14,gasly,Pierre,Gasly,French,8
2024,15,15,bearman,Oliver,Bearman,British,6
2024,15,16,kevin_magnussen,Kevin,Magnussen,Danish,5
2024,15,17,ocon,Esteban,Ocon,French,5
2024,15,18,albon,Alexander,Albon,Thai,4
2024,15,19,zhou,Guanyu,Zhou,Chinese,0
2024,15,20,sargeant,Logan,Sargeant,American,0
2024,15,21,bottas,Valtteri,Bottas,Finnish,0
2024,12,1,max_verstappen,Max,Verstappen,Dutch,255
2024,12,2,norris,Lando,Norris,British,171
2024,12,3,leclerc,Charles,Leclerc,Monegasque,150
2024,12,4,sainz,Carlos,Sainz,Spanish,146
2024,12,5,piastri,Oscar,Piastri,Australian,124
2024,12,6,perez,Sergio,Pérez,Mexican,118
2024,12,7,russell,George,Russell,British,111
2024,12,8,hamilton,Lewis,Hamilton,British,110
2024,12,9,alonso,Fernando,Alonso,Spanish,45
2024,12,10,stroll,Lance,Stroll,Canadian,23
2024,12,11,hulkenberg,Nico,Hülkenberg,German,22
2024,12,12,tsunoda,Yuki,Tsunoda,Japanese,20
2024,12,13,ricciardo,Daniel,Ricciardo,Australian,11
2024,12,14,bearman,Oliver,Bearman,British,6
2024,12,15,gasly,Pierre,Gasly,French,6
2024,12,16,kevin_magnussen,Kevin,Magnussen,Danish,5
2024,12,17,albon,Alexander,Albon,Thai,4
2024,12,18,ocon,Esteban,Ocon,French,3
2024,12,19,zhou,Guanyu,Zhou,Chinese,0
2024,12,20,sargeant,Logan,Sargeant,American,0
2024,12,21,bottas,Valtteri,Bottas,Finnish,0
2024,13,1,max_verstappen,Max,Verstappen,Dutch,265
2024,13,2,norris,Lando,Norris,British,189
2024,13,3,leclerc,Charles,Leclerc,Monegasque,162
2024,13,4,sainz,Carlos,Sainz,Spanish,154
2024,13,5,piastri,Oscar,Piastri,Australian,149
2024,13,6,hamilton,Lewis,Hamilton,British,125
2024,13,7,perez,Sergio,Pérez,Mexican,124
2024,13,8,russell,George,Russell,British,116
2024,13,9,alonso,Fernando,Alonso,Spanish,45
2024,13,10,stroll,Lance,Stroll,Canadian,24
2024,13,11,hulkenberg,Nico,Hülkenberg,German,22
2024,13,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,13,13,ricciardo,Daniel,Ricciardo,Australian,11
2024,13,14,bearman,Oliver,Bearman,British,6
2024,13,15,gasly,Pierre,Gasly,French,6
2024,13,16,kevin_magnussen,Kevin,Magnussen,Danish,5
2024,13,17,albon,Alexander,Albon,Thai,4
2024,13,18,ocon,Esteban,Ocon,French,3
2024,13,19,zhou,Guanyu,Zhou,Chinese,0
2024,13,20,sargeant,Logan,Sargeant,American,0
2024,13,21,bottas,Valtteri,Bottas,Finnish,0
2024,14,1,max_verstappen,Max,Verstappen,Dutch,277
2024,14,2,norris,Lando,Norris,British,199
2024,14,3,leclerc,Charles,Leclerc,Monegasque,177
2024,14,4,piastri,Oscar,Piastri,Australian,167
2024,14,5,sainz,Carlos,Sainz,Spanish,162
2024,14,6,hamilton,Lewis,Hamilton,British,150
2024,14,7,perez,Sergio,Pérez,Mexican,131
2024,14,8,russell,George,Russell,British,116
2024,14,9,alonso,Fernando,Alonso,Spanish,49
2024,14,10,stroll,Lance,Stroll,Canadian,24
2024,14,11,hulkenberg,Nico,Hülkenberg,German,22
2024,14,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,14,13,ricciardo,Daniel,Ricciardo,Australian,12
2024,14,14,bearman,Oliver,Bearman,British,6
2024,14,15,gasly,Pierre,Gasly,French,6
2024,14,16,kevin_magnussen,Kevin,Magnussen,Danish,5
2024,14,17,ocon,Esteban,Ocon,French,5
2024,14,18,albon,Alexander,Albon,Thai,4
2024,14,19,zhou,Guanyu,Zhou,Chinese,0
2024,14,20,sargeant,Logan,Sargeant,American,0
2024,14,21,bottas,Valtteri,Bottas,Finnish,0
2024,22,1,max_verstappen,Max,Verstappen,Dutch,403
2024,22,2,norris,Lando,Norris,British,340
2024,22,3,leclerc,Charles,Leclerc,Monegasque,319
2024,22,4,piastri,Oscar,Piastri,Australian,268
2024,22,5,sainz,Carlos,Sainz,Spanish,259
2024,22,6,russell,George,Russell,British,217
2024,22,7,hamilton,Lewis,Hamilton,British,208
2024,22,8,perez,Sergio,Pérez,Mexican,152
2024,22,9,alonso,Fernando,Alonso,Spanish,62
2024,22,10,hulkenberg,Nico,Hülkenberg,German,35
2024,22,11,tsunoda,Yuki,Tsunoda,Japanese,30
2024,22,12,gasly,Pierre,Gasly,French,26
2024,22,13,stroll,Lance,Stroll,Canadian,24
2024,22,14,ocon,Esteban,Ocon,French,23
2024,22,15,kevin_magnussen,Kevin,Magnussen,Danish,14
2024,22,16,albon,Alexander,Albon,Thai,12
2024,22,17,ricciardo,Daniel,Ricciardo,Australian,12
2024,22,18,bearman,Oliver,Bearman,British,7
2024,22,19,colapinto,Franco,Colapinto,Argentinian,5
2024,22,20,lawson,Liam,Lawson,New Zealander,4
2024,22,21,zhou,Guanyu,Zhou,Chinese,0
2024,22,22,sargeant,Logan,Sargeant,American,0
2024,22,23,bottas,Valtteri,Bottas,Finnish,0
2024,8,1,max_verstappen,Max,Verstappen,Dutch,169
2024,8,2,leclerc,Charles,Leclerc,Monegasque,138
2024,8,3,norris,Lando,Norris,British,113
2024,8,4,sainz,Carlos,Sainz,Spanish,108
2024,8,5,perez,Sergio,Pérez,Mexican,107
2024,8,6,piastri,Oscar,Piastri,Australian,71
2024,8,7,russell,George,Russell,British,54
2024,8,8,hamilton,Lewis,Hamilton,British,42
2024,8,9,alonso,Fernando,Alonso,Spanish,33
2024,8,10,tsunoda,Yuki,Tsunoda,Japanese,19
2024,8,11,stroll,Lance,Stroll,Canadian,11
2024,8,12,bearman,Oliver,Bearman,British,6
2024,8,13,hulkenberg,Nico,Hülkenberg,German,6
2024,8,14,ricciardo,Daniel,Ricciardo,Australian,5
2024,8,15,albon,Alexander,Albon,Thai,2
2024,8,16,ocon,Esteban,Ocon,French,1
2024,8,17,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,8,18,gasly,Pierre,Gasly,French,1
2024,8,19,zhou,Guanyu,Zhou,Chinese,0
2024,8,20,bottas,Valtteri,Bottas,Finnish,0
2024,8,21,sargeant,Logan,Sargeant,American,0
2024,6,1,max_verstappen,Max,Verstappen,Dutch,136
2024,6,2,perez,Sergio,Pérez,Mexican,103
2024,6,3,leclerc,Charles,Leclerc,Monegasque,98
2024,6,4,norris,Lando,Norris,British,83
2024,6,5,sainz,Carlos,Sainz,Spanish,83
2024,6,6,piastri,Oscar,Piastri,Australian,41
2024,6,7,russell,George,Russell,British,37
2024,6,8,alonso,Fernando,Alonso,Spanish,33
2024,6,9,hamilton,Lewis,Hamilton,British,27
2024,6,10,tsunoda,Yuki,Tsunoda,Japanese,14
2024,6,11,stroll,Lance,Stroll,Canadian,9
2024,6,12,bearman,Oliver,Bearman,British,6
2024,6,13,hulkenberg,Nico,Hülkenberg,German,6
2024,6,14,ricciardo,Daniel,Ricciardo,Australian,5
2024,6,15,ocon,Esteban,Ocon,French,1
2024,6,16,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,6,17,albon,Alexander,Albon,Thai,0
2024,6,18,zhou,Guanyu,Zhou,Chinese,0
2024,6,19,gasly,Pierre,Gasly,French,0
2024,6,20,bottas,Valtteri,Bottas,Finnish,0
2024,6,21,sargeant,Logan,Sargeant,American,0
2024,1,1,max_verstappen,Max,Verstappen,Dutch,26
2024,1,2,perez,Sergio,Pérez,Mexican,18
2024,1,3,sainz,Carlos,Sainz,Spanish,15
2024,1,4,leclerc,Charles,Leclerc,Monegasque,12
2024,1,5,russell,George,Russell,British,10
2024,1,6,norris,Lando,Norris,British,8
2024,1,7,hamilton,Lewis,Hamilton,British,6
2024,1,8,piastri,Oscar,Piastri,Australian,4
2024,1,9,alonso,Fernando,Alonso,Spanish,2
2024,1,10,stroll,Lance,Stroll,Canadian,1
2024,1,11,zhou,Guanyu,Zhou,Chinese,0
2024,1,12,kevin_magnussen,Kevin,Magnussen,Danish,0
2024,1,13,ricciardo,Daniel,Ricciardo,Australian,0
2024,1,14,tsunoda,Yuki,Tsunoda,Japanese,0
2024,1,15,albon,Alexander,Albon,Thai,0
2024,1,16,hulkenberg,Nico,Hülkenberg,German,0
2024,1,17,ocon,Esteban,Ocon,French,0
2024,1,18,gasly,Pierre,Gasly,French,0
2024,1,19,bottas,Valtteri,Bottas,Finnish,0
2024,1,20,sargeant,Logan,Sargeant,American,0
2024,7,1,max_verstappen,Max,Verstappen,Dutch,161
2024,7,2,leclerc,Charles,Leclerc,Monegasque,113
2024,7,3,perez,Sergio,Pérez,Mexican,107
2024,7,4,norris,Lando,Norris,British,101
2024,7,5,sainz,Carlos,Sainz,Spanish,93
2024,7,6,piastri,Oscar,Piastri,Australian,53
2024,7,7,russell,George,Russell,British,44
2024,7,8,hamilton,Lewis,Hamilton,British,35
2024,7,9,alonso,Fernando,Alonso,Spanish,33
2024,7,10,tsunoda,Yuki,Tsunoda,Japanese,15
2024,7,11,stroll,Lance,Stroll,Canadian,11
2024,7,12,bearman,Oliver,Bearman,British,6
2024,7,13,hulkenberg,Nico,Hülkenberg,German,6
2024,7,14,ricciardo,Daniel,Ricciardo,Australian,5
2024,7,15,ocon,Esteban,Ocon,French,1
2024,7,16,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,7,17,albon,Alexander,Albon,Thai,0
2024,7,18,zhou,Guanyu,Zhou,Chinese,0
2024,7,19,gasly,Pierre,Gasly,French,0
2024,7,20,bottas,Valtteri,Bottas,Finnish,0
2024,7,21,sargeant,Logan,Sargeant,American,0
2024,9,1,max_verstappen,Max,Verstappen,Dutch,194
2024,9,2,leclerc,Charles,Leclerc,Monegasque,138
2024,9,3,norris,Lando,Norris,British,131
2024,9,4,sainz,Carlos,Sainz,Spanish,108
2024,9,5,perez,Sergio,Pérez,Mexican,107
2024,9,6,piastri,Oscar,Piastri,Australian,81
2024,9,7,russell,George,Russell,British,69
2024,9,8,hamilton,Lewis,Hamilton,British,55
2024,9,9,alonso,Fernando,Alonso,Spanish,41
2024,9,10,tsunoda,Yuki,Tsunoda,Japanese,19
2024,9,11,stroll,Lance,Stroll,Canadian,17
2024,9,12,ricciardo,Daniel,Ricciardo,Australian,9
2024,9,13,bearman,Oliver,Bearman,British,6
2024,9,14,hulkenberg,Nico,Hülkenberg,German,6
2024,9,15,gasly,Pierre,Gasly,French,3
2024,9,16,albon,Alexander,Albon,Thai,2
2024,9,17,ocon,Esteban,Ocon,French,2
2024,9,18,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,9,19,zhou,Guanyu,Zhou,Chinese,0
2024,9,20,bottas,Valtteri,Bottas,Finnish,0
2024,9,21,sargeant,Logan,Sargeant,American,0
2024,20,1,max_verstappen,Max,Verstappen,Dutch,362
2024,20,2,norris,Lando,Norris,British,315
2024,20,3,leclerc,Charles,Leclerc,Monegasque,291
2024,20,4,piastri,Oscar,Piastri,Australian,251
2024,20,5,sainz,Carlos,Sainz,Spanish,240
2024,20,6,hamilton,Lewis,Hamilton,British,189
2024,20,7,russell,George,Russell,British,177
2024,20,8,perez,Sergio,Pérez,Mexican,150
2024,20,9,alonso,Fernando,Alonso,Spanish,62
2024,20,10,hulkenberg,Nico,Hülkenberg,German,31
2024,20,11,stroll,Lance,Stroll,Canadian,24
2024,20,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,20,13,kevin_magnussen,Kevin,Magnussen,Danish,14
2024,20,14,albon,Alexander,Albon,Thai,12
2024,20,15,ricciardo,Daniel,Ricciardo,Australian,12
2024,20,16,gasly,Pierre,Gasly,French,9
2024,20,17,bearman,Oliver,Bearman,British,7
2024,20,18,colapinto,Franco,Colapinto,Argentinian,5
2024,20,19,ocon,Esteban,Ocon,French,5
2024,20,20,lawson,Liam,Lawson,New Zealander,2
2024,20,21,zhou,Guanyu,Zhou,Chinese,0
2024,20,22,sargeant,Logan,Sargeant,American,0
2024,20,23,bottas,Valtteri,Bottas,Finnish,0
2024,18,1,max_verstappen,Max,Verstappen,Dutch,331
2024,18,2,norris,Lando,Norris,British,279
2024,18,3,leclerc,Charles,Leclerc,Monegasque,245
2024,18,4,piastri,Oscar,Piastri,Australian,237
2024,18,5,sainz,Carlos,Sainz,Spanish,190
2024,18,6,hamilton,Lewis,Hamilton,British,174
2024,18,7,russell,George,Russell,British,155
2024,18,8,perez,Sergio,Pérez,Mexican,144
2024,18,9,alonso,Fernando,Alonso,Spanish,62
2024,18,10,hulkenberg,Nico,Hülkenberg,German,24
2024,18,11,stroll,Lance,Stroll,Canadian,24
2024,18,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,18,13,albon,Alexander,Albon,Thai,12
2024,18,14,ricciardo,Daniel,Ricciardo,Australian,12
2024,18,15,gasly,Pierre,Gasly,French,8
2024,18,16,bearman,Oliver,Bearman,British,7
2024,18,17,kevin_magnussen,Kevin,Magnussen,Danish,6
2024,18,18,ocon,Esteban,Ocon,French,5
2024,18,19,colapinto,Franco,Colapinto,Argentinian,4
2024,18,20,zhou,Guanyu,Zhou,Chinese,0
2024,18,21,sargeant,Logan,Sargeant,American,0
2024,18,22,bottas,Valtteri,Bottas,Finnish,0
2024,11,1,max_verstappen,Max,Verstappen,Dutch,237
2024,11,2,norris,Lando,Norris,British,156
2024,11,3,leclerc,Charles,Leclerc,Monegasque,150
2024,11,4,sainz,Carlos,Sainz,Spanish,135
2024,11,5,perez,Sergio,Pérez,Mexican,118
2024,11,6,piastri,Oscar,Piastri,Australian,112
2024,11,7,russell,George,Russell,British,111
2024,11,8,hamilton,Lewis,Hamilton,British,85
2024,11,9,alonso,Fernando,Alonso,Spanish,41
2024,11,10,tsunoda,Yuki,Tsunoda,Japanese,19
2024,11,11,stroll,Lance,Stroll,Canadian,17
2024,11,12,hulkenberg,Nico,Hülkenberg,German,14
2024,11,13,ricciardo,Daniel,Ricciardo,Australian,11
2024,11,14,bearman,Oliver,Bearman,British,6
2024,11,15,gasly,Pierre,Gasly,French,6
2024,11,16,kevin_magnussen,Kevin,Magnussen,Danish,5
2024,11,17,ocon,Esteban,Ocon,French,3
2024,11,18,albon,Alexander,Albon,Thai,2
2024,11,19,zhou,Guanyu,Zhou,Chinese,0
2024,11,20,bottas,Valtteri,Bottas,Finnish,0
2024,11,21,sargeant,Logan,Sargeant,American,0
2024,16,1,max_verstappen,Max,Verstappen,Dutch,303
2024,16,2,norris,Lando,Norris,British,241
2024,16,3,leclerc,Charles,Leclerc,Monegasque,217
2024,16,4,piastri,Oscar,Piastri,Australian,197
2024,16,5,sainz,Carlos,Sainz,Spanish,184
2024,16,6,hamilton,Lewis,Hamilton,British,164
2024,16,7,perez,Sergio,Pérez,Mexican,143
2024,16,8,russell,George,Russell,British,128
2024,16,9,alonso,Fernando,Alonso,Spanish,50
2024,16,10,stroll,Lance,Stroll,Canadian,24
2024,16,11,hulkenberg,Nico,Hülkenberg,German,22
2024,16,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,16,13,ricciardo,Daniel,Ricciardo,Australian,12
2024,16,14,gasly,Pierre,Gasly,French,8
2024,16,15,bearman,Oliver,Bearman,British,6
2024,16,16,kevin_magnussen,Kevin,Magnussen,Danish,6
2024,16,17,albon,Alexander,Albon,Thai,6
2024,16,18,ocon,Esteban,Ocon,French,5
2024,16,19,zhou,Guanyu,Zhou,Chinese,0
2024,16,20,sargeant,Logan,Sargeant,American,0
2024,16,21,colapinto,Franco,Colapinto,Argentinian,0
2024,16,22,bottas,Valtteri,Bottas,Finnish,0
2024,17,1,max_verstappen,Max,Verstappen,Dutch,313
2024,17,2,norris,Lando,Norris,British,254
2024,17,3,leclerc,Charles,Leclerc,Monegasque,235
2024,17,4,piastri,Oscar,Piastri,Australian,222
2024,17,5,sainz,Carlos,Sainz,Spanish,184
2024,17,6,hamilton,Lewis,Hamilton,British,166
2024,17,7,russell,George,Russell,British,143
2024,17,8,perez,Sergio,Pérez,Mexican,143
2024,17,9,alonso,Fernando,Alonso,Spanish,58
2024,17,10,stroll,Lance,Stroll,Canadian,24
2024,17,11,hulkenberg,Nico,Hülkenberg,German,22
2024,17,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,17,13,albon,Alexander,Albon,Thai,12
2024,17,14,ricciardo,Daniel,Ricciardo,Australian,12
2024,17,15,gasly,Pierre,Gasly,French,8
2024,17,16,bearman,Oliver,Bearman,British,7
2024,17,17,kevin_magnussen,Kevin,Magnussen,Danish,6
2024,17,18,ocon,Esteban,Ocon,French,5
2024,17,19,colapinto,Franco,Colapinto,Argentinian,4
2024,17,20,zhou,Guanyu,Zhou,Chinese,0
2024,17,21,sargeant,Logan,Sargeant,American,0
2024,17,22,bottas,Valtteri,Bottas,Finnish,0
2024,10,1,max_verstappen,Max,Verstappen,Dutch,219
2024,10,2,norris,Lando,Norris,British,150
2024,10,3,leclerc,Charles,Leclerc,Monegasque,148
2024,10,4,sainz,Carlos,Sainz,Spanish,116
2024,10,5,perez,Sergio,Pérez,Mexican,111
2024,10,6,piastri,Oscar,Piastri,Australian,87
2024,10,7,russell,George,Russell,British,81
2024,10,8,hamilton,Lewis,Hamilton,British,70
2024,10,9,alonso,Fernando,Alonso,Spanish,41
2024,10,10,tsunoda,Yuki,Tsunoda,Japanese,19
2024,10,11,stroll,Lance,Stroll,Canadian,17
2024,10,12,ricciardo,Daniel,Ricciardo,Australian,9
2024,10,13,bearman,Oliver,Bearman,British,6
2024,10,14,hulkenberg,Nico,Hülkenberg,German,6
2024,10,15,gasly,Pierre,Gasly,French,5
2024,10,16,ocon,Esteban,Ocon,French,3
2024,10,17,albon,Alexander,Albon,Thai,2
2024,10,18,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,10,19,zhou,Guanyu,Zhou,Chinese,0
2024,10,20,bottas,Valtteri,Bottas,Finnish,0
2024,10,21,sargeant,Logan,Sargeant,American,0
2024,19,1,max_verstappen,Max,Verstappen,Dutch,354
2024,19,2,norris,Lando,Norris,British,297
2024,19,3,leclerc,Charles,Leclerc,Monegasque,275
2024,19,4,piastri,Oscar,Piastri,Australian,247
2024,19,5,sainz,Carlos,Sainz,Spanish,215
2024,19,6,hamilton,Lewis,Hamilton,British,177
2024,19,7,russell,George,Russell,British,167
2024,19,8,perez,Sergio,Pérez,Mexican,150
2024,19,9,alonso,Fernando,Alonso,Spanish,62
2024,19,10,hulkenberg,Nico,Hülkenberg,German,29
2024,19,11,stroll,Lance,Stroll,Canadian,24
2024,19,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,19,13,albon,Alexander,Albon,Thai,12
2024,19,14,ricciardo,Daniel,Ricciardo,Australian,12
2024,19,15,kevin_magnussen,Kevin,Magnussen,Danish,8
2024,19,16,gasly,Pierre,Gasly,French,8
2024,19,17,bearman,Oliver,Bearman,British,7
2024,19,18,colapinto,Franco,Colapinto,Argentinian,5
2024,19,19,ocon,Esteban,Ocon,French,5
2024,19,20,lawson,Liam,Lawson,New Zealander,2
2024,19,21,zhou,Guanyu,Zhou,Chinese,0
2024,19,22,sargeant,Logan,Sargeant,American,0
2024,19,23,bottas,Valtteri,Bottas,Finnish,0
2024,21,1,max_verstappen,Max,Verstappen,Dutch,393
2024,21,2,norris,Lando,Norris,British,331
2024,21,3,leclerc,Charles,Leclerc,Monegasque,307
2024,21,4,piastri,Oscar,Piastri,Australian,262
2024,21,5,sainz,Carlos,Sainz,Spanish,244
2024,21,6,russell,George,Russell,British,192
2024,21,7,hamilton,Lewis,Hamilton,British,190
2024,21,8,perez,Sergio,Pérez,Mexican,151
2024,21,9,alonso,Fernando,Alonso,Spanish,62
2024,21,10,hulkenberg,Nico,Hülkenberg,German,31
2024,21,11,tsunoda,Yuki,Tsunoda,Japanese,28
2024,21,12,gasly,Pierre,Gasly,French,26
2024,21,13,stroll,Lance,Stroll,Canadian,24
2024,21,14,ocon,Esteban,Ocon,French,23
2024,21,15,kevin_magnussen,Kevin,Magnussen,Danish,14
2024,21,16,albon,Alexander,Albon,Thai,12
2024,21,17,ricciardo,Daniel,Ricciardo,Australian,12
2024,21,18,bearman,Oliver,Bearman,British,7
2024,21,19,colapinto,Franco,Colapinto,Argentinian,5
2024,21,20,lawson,Liam,Lawson,New Zealander,4
2024,21,21,zhou,Guanyu,Zhou,Chinese,0
2024,21,22,sargeant,Logan,Sargeant,American,0
2024,21,23,bottas,Valtteri,Bottas,Finnish,0
2024,2,1,max_verstappen,Max,Verstappen,Dutch,51
2024,2,2,perez,Sergio,Pérez,Mexican,36
2024,2,3,leclerc,Charles,Leclerc,Monegasque,28
2024,2,4,russell,George,Russell,British,18
2024,2,5,piastri,Oscar,Piastri,Australian,16
2024,2,6,sainz,Carlos,Sainz,Spanish,15
2024,2,7,alonso,Fernando,Alonso,Spanish,12
2024,2,8,norris,Lando,Norris,British,12
2024,2,9,hamilton,Lewis,Hamilton,British,8
2024,2,10,bearman,Oliver,Bearman,British,6
2024,2,11,hulkenberg,Nico,Hülkenberg,German,1
2024,2,12,stroll,Lance,Stroll,Canadian,1
2024,2,13,albon,Alexander,Albon,Thai,0
2024,2,14,zhou,Guanyu,Zhou,Chinese,0
2024,2,15,kevin_magnussen,Kevin,Magnussen,Danish,0
2024,2,16,ricciardo,Daniel,Ricciardo,Australian,0
2024,2,17,ocon,Esteban,Ocon,French,0
2024,2,18,tsunoda,Yuki,Tsunoda,Japanese,0
2024,2,19,sargeant,Logan,Sargeant,American,0
2024,2,20,bottas,Valtteri,Bottas,Finnish,0
2024,2,21,gasly,Pierre,Gasly,French,0
2024,5,1,max_verstappen,Max,Verstappen,Dutch,110
2024,5,2,perez,Sergio,Pérez,Mexican,85
2024,5,3,leclerc,Charles,Leclerc,Monegasque,76
2024,5,4,sainz,Carlos,Sainz,Spanish,69
2024,5,5,norris,Lando,Norris,British,58
2024,5,6,piastri,Oscar,Piastri,Australian,38
2024,5,7,russell,George,Russell,British,33
2024,5,8,alonso,Fernando,Alonso,Spanish,31
2024,5,9,hamilton,Lewis,Hamilton,British,19
2024,5,10,stroll,Lance,Stroll,Canadian,9
2024,5,11,tsunoda,Yuki,Tsunoda,Japanese,7
2024,5,12,bearman,Oliver,Bearman,British,6
2024,5,13,hulkenberg,Nico,Hülkenberg,German,4
2024,5,14,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,5,15,albon,Alexander,Albon,Thai,0
2024,5,16,ocon,Esteban,Ocon,French,0
2024,5,17,zhou,Guanyu,Zhou,Chinese,0
2024,5,18,ricciardo,Daniel,Ricciardo,Australian,0
2024,5,19,gasly,Pierre,Gasly,French,0
2024,5,20,bottas,Valtteri,Bottas,Finnish,0
2024,5,21,sargeant,Logan,Sargeant,American,0
2024,4,1,max_verstappen,Max,Verstappen,Dutch,77
2024,4,2,perez,Sergio,Pérez,Mexican,64
2024,4,3,leclerc,Charles,Leclerc,Monegasque,59
2024,4,4,sainz,Carlos,Sainz,Spanish,55
2024,4,5,norris,Lando,Norris,British,37
2024,4,6,piastri,Oscar,Piastri,Australian,32
2024,4,7,russell,George,Russell,British,24
2024,4,8,alonso,Fernando,Alonso,Spanish,24
2024,4,9,hamilton,Lewis,Hamilton,British,10
2024,4,10,stroll,Lance,Stroll,Canadian,9
2024,4,11,tsunoda,Yuki,Tsunoda,Japanese,7
2024,4,12,bearman,Oliver,Bearman,British,6
2024,4,13,hulkenberg,Nico,Hülkenberg,German,3
2024,4,14,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,4,15,albon,Alexander,Albon,Thai,0
2024,4,16,zhou,Guanyu,Zhou,Chinese,0
2024,4,17,ricciardo,Daniel,Ricciardo,Australian,0
2024,4,18,ocon,Esteban,Ocon,French,0
2024,4,19,gasly,Pierre,Gasly,French,0
2024,4,20,bottas,Valtteri,Bottas,Finnish,0
2024,4,21,sargeant,Logan,Sargeant,American,0
2024,3,1,max_verstappen,Max,Verstappen,Dutch,51
2024,3,2,leclerc,Charles,Leclerc,Monegasque,47
2024,3,3,perez,Sergio,Pérez,Mexican,46
2024,3,4,sainz,Carlos,Sainz,Spanish,40
2024,3,5,piastri,Oscar,Piastri,Australian,28
2024,3,6,norris,Lando,Norris,British,27
2024,3,7,russell,George,Russell,British,18
2024,3,8,alonso,Fernando,Alonso,Spanish,16
2024,3,9,stroll,Lance,Stroll,Canadian,9
2024,3,10,hamilton,Lewis,Hamilton,British,8
2024,3,11,tsunoda,Yuki,Tsunoda,Japanese,6
2024,3,12,bearman,Oliver,Bearman,British,6
2024,3,13,hulkenberg,Nico,Hülkenberg,German,3
2024,3,14,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,3,15,albon,Alexander,Albon,Thai,0
2024,3,16,zhou,Guanyu,Zhou,Chinese,0
2024,3,17,ricciardo,Daniel,Ricciardo,Australian,0
2024,3,18,ocon,Esteban,Ocon,French,0
2024,3,19,gasly,Pierre,Gasly,French,0
2024,3,20,bottas,Valtteri,Bottas,Finnish,0
2024,3,21,sargeant,Logan,Sargeant,American,0
2023,15,1,max_verstappen,Max,Verstappen,Dutch,374
2023,15,2,perez,Sergio,Pérez,Mexican,223
2023,15,3,hamilton,Lewis,Hamilton,British,180
2023,15,4,alonso,Fernando,Alonso,Spanish,170
2023,15,5,sainz,Carlos,Sainz,Spanish,142
2023,15,6,leclerc,Charles,Leclerc,Monegasque,123
2023,15,7,russell,George,Russell,British,109
2023,15,8,norris,Lando,Norris,British,97
2023,15,9,stroll,Lance,Stroll,Canadian,47
2023,15,10,gasly,Pierre,Gasly,French,45
2023,15,11,piastri,Oscar,Piastri,Australian,42
